ID,Name,Task,Genes
HP:0001096,Keratoconjunctivitis,Monarch,"[""10804"",""1161"",""1230"",""1308"",""136647"",""149233"",""16"",""165"",""2068"",""2071"",""2074"",""2200"",""2255"",""2261"",""2263"",""22861"",""2623"",""2706"",""2934"",""2961"",""3106"",""3123"",""3141"",""326"",""337867"",""3459"",""355"",""3586"",""3592"",""3930"",""404672"",""4081"",""4210"",""4547"",""51752"",""54941"",""55699"",""56244"",""5965"",""6335"",""64127"",""6720"",""6775"",""6897"",""7099"",""720"",""7389"",""7390"",""7737"",""8302"",""833""]"
HP:0001097,Keratoconjunctivitis sicca,Monarch,"[""10804"",""1161"",""1230"",""1308"",""136647"",""149233"",""16"",""165"",""2068"",""2071"",""2074"",""2200"",""2255"",""2261"",""2263"",""22861"",""2706"",""2934"",""2961"",""3106"",""3123"",""337867"",""3459"",""355"",""3586"",""3592"",""3930"",""404672"",""4081"",""4210"",""4547"",""51752"",""54941"",""55699"",""56244"",""5965"",""6335"",""64127"",""6720"",""6775"",""6897"",""7099"",""720"",""7737"",""8302"",""833""]"
HP:0001231,Abnormal fingernail morphology,Monarch,"[""10269"",""1028"",""1075"",""10758"",""10913"",""112744"",""112752"",""114049"",""117581"",""121391"",""126695"",""128178"",""1294"",""1301"",""1302"",""1308"",""132884"",""135886"",""136647"",""1476"",""155368"",""155382"",""16"",""162514"",""168667"",""1736"",""1855"",""1857"",""1947"",""196528"",""2006"",""2068"",""2071"",""2121"",""2146"",""2263"",""23169"",""23219"",""23451"",""23509"",""23512"",""23556"",""23765"",""2535"",""26137"",""26277"",""26608"",""267010"",""2697"",""27125"",""27315"",""2735"",""2767"",""284252"",""285203"",""28952"",""2961"",""2969"",""3106"",""3248"",""326"",""3265"",""3481"",""3516"",""3572"",""3590"",""3636"",""3691"",""3756"",""3778"",""3782"",""3845"",""3848"",""3852"",""3853"",""3854"",""3857"",""3861"",""3868"",""3872"",""3981"",""3984"",""4000"",""4010"",""4038"",""404672"",""4487"",""4851"",""4853"",""4869"",""4920"",""5073"",""5083"",""50964"",""51085"",""51098"",""51360"",""51626"",""51750"",""5184"",""5189"",""5190"",""526"",""5281"",""5307"",""5317"",""5324"",""5325"",""5333"",""5339"",""54463"",""54567"",""547"",""54790"",""54888"",""5500"",""55135"",""55505"",""55630"",""55651"",""5566"",""5567"",""55764"",""55851"",""5604"",""5605"",""56896"",""56983"",""57020"",""57465"",""57492"",""57514"",""57539"",""57572"",""57728"",""5818"",""58499"",""5977"",""5982"",""6197"",""6335"",""64065"",""64324"",""64359"",""64581"",""6473"",""65125"",""653361"",""658"",""6597"",""6598"",""6601"",""6602"",""6605"",""6659"",""6664"",""673"",""6774"",""6804"",""6897"",""6926"",""7012"",""7015"",""7020"",""7189"",""7298"",""7458"",""7461"",""7474"",""7737"",""79650"",""80152"",""80169"",""80326"",""8036"",""8091"",""8200"",""8289"",""833"",""83550"",""84163"",""84277"",""846"",""8468"",""84720"",""84818"",""8517"",""860"",""8626"",""8726"",""9031"",""9049"",""9275"",""9555"",""9569"",""9791"",""9897""]"
HP:0001287,Meningitis,Monarch,"[""10095"",""114548"",""115650"",""1230"",""1380"",""149233"",""1493"",""1535"",""1536"",""1776"",""2215"",""23495"",""26191"",""29110"",""29760"",""29851"",""3106"",""3113"",""3115"",""3123"",""331"",""337867"",""3459"",""3492"",""3507"",""3543"",""355"",""3574"",""3586"",""3592"",""3718"",""4068"",""4210"",""4261"",""4688"",""4689"",""50943"",""51135"",""51752"",""5295"",""54820"",""55343"",""5551"",""56262"",""5657"",""57591"",""58484"",""5896"",""5897"",""596"",""5993"",""5994"",""604"",""629"",""64170"",""653361"",""6688"",""6775"",""6929"",""695"",""7037"",""7098"",""7099"",""720"",""721"",""731"",""732"",""7454"",""7456"",""7852"",""7922"",""79415"",""81839"",""8302"",""8625"",""8974"",""930"",""959"",""973"",""974""]"
HP:0001386,Joint swelling,Monarch,"[""11200"",""1277"",""1289"",""1290"",""144811"",""2157"",""2243"",""2244"",""2266"",""26191"",""2783"",""3077"",""3081"",""3106"",""3123"",""3248"",""3557"",""3559"",""3560"",""3569"",""3586"",""4210"",""4261"",""427"",""4282"",""4795"",""4921"",""4952"",""4982"",""51744"",""54"",""540"",""56172"",""56244"",""5771"",""5925"",""6399"",""64127"",""654"",""6583"",""6775"",""6850"",""7132"",""7157"",""79722"",""83550"",""8838"",""90268"",""9049"",""919"",""9663""]"
HP:0001426,Non-Mendelian inheritance,Monarch,"[""10599"",""10804"",""114798"",""117156"",""118"",""121278"",""125"",""126"",""128"",""1280"",""144568"",""1471"",""155"",""1577"",""1789"",""181"",""183"",""185"",""1889"",""2147"",""2153"",""219736"",""22861"",""2289"",""2322"",""23347"",""23767"",""240"",""241"",""2487"",""2555"",""2706"",""2707"",""2782"",""2784"",""28234"",""3075"",""3106"",""3107"",""3117"",""3119"",""3123"",""3135"",""3176"",""3356"",""3569"",""3596"",""3664"",""392255"",""4589"",""4683"",""4750"",""481"",""4846"",""5078"",""5133"",""5167"",""51738"",""5443"",""5468"",""55791"",""5583"",""5654"",""5740"",""57502"",""581"",""613"",""6331"",""6356"",""64127"",""64241"",""652"",""6638"",""672"",""6886"",""6887"",""7124"",""7157"",""7298"",""7352"",""79659"",""8021"",""8431"",""8490"",""8542"",""871"",""9573"",""9607"",""9672""]"
HP:0001596,Alopecia,Monarch,"[""100"",""100151683"",""10161"",""10269"",""10273"",""10283"",""10318"",""1041"",""10526"",""10682"",""10804"",""10908"",""10913"",""10999"",""11128"",""11277"",""114798"",""121214"",""121391"",""126695"",""127534"",""1281"",""128178"",""1294"",""1308"",""136647"",""1380"",""147409"",""147495"",""1476"",""1493"",""1584"",""16"",""162"",""162514"",""1643"",""165"",""1736"",""1773"",""1832"",""1855"",""1857"",""1893"",""1909"",""197"",""197131"",""200879"",""204219"",""2068"",""2071"",""2072"",""2073"",""2113"",""215"",""2213"",""2215"",""221895"",""2260"",""22845"",""2313"",""2316"",""23312"",""23328"",""23404"",""242"",""2512"",""2531"",""2535"",""26154"",""26191"",""2623"",""26277"",""2697"",""2706"",""2707"",""2767"",""2778"",""284058"",""284252"",""285203"",""285848"",""28755"",""2961"",""3077"",""3106"",""3117"",""3119"",""3122"",""3123"",""3141"",""326"",""3265"",""341208"",""348938"",""3500"",""3516"",""3559"",""3561"",""3575"",""3586"",""3654"",""3663"",""3684"",""3691"",""3694"",""3728"",""374393"",""3845"",""3852"",""3853"",""3854"",""3861"",""3868"",""387"",""3872"",""3887"",""3889"",""3891"",""3892"",""3909"",""3914"",""3918"",""3981"",""4000"",""4014"",""404672"",""4047"",""4204"",""4256"",""4312"",""4790"",""4791"",""4851"",""4869"",""4893"",""4920"",""4953"",""5073"",""50814"",""50943"",""51099"",""51284"",""5133"",""51360"",""51702"",""51750"",""5191"",""5295"",""5297"",""5317"",""5339"",""538"",""54101"",""54345"",""54453"",""545"",""54567"",""54800"",""54899"",""55024"",""55131"",""55135"",""55315"",""55505"",""55630"",""55636"",""55651"",""5566"",""5580"",""55806"",""5605"",""56244"",""5654"",""57217"",""57514"",""57572"",""5818"",""5896"",""5897"",""59344"",""6023"",""60529"",""6144"",""617"",""6303"",""640"",""64065"",""64087"",""641"",""64359"",""64421"",""64682"",""64840"",""650"",""6595"",""6635"",""6696"",""6720"",""6775"",""6820"",""686"",""6897"",""695"",""7012"",""7015"",""7051"",""7053"",""7128"",""7133"",""720"",""721"",""7298"",""7332"",""7386"",""7389"",""7390"",""7421"",""7474"",""7486"",""7507"",""7508"",""7737"",""7780"",""7840"",""7841"",""79574"",""79650"",""79798"",""79932"",""80067"",""80169"",""80326"",""80781"",""81607"",""8242"",""8314"",""833"",""84168"",""8456"",""846"",""8481"",""84905"",""8517"",""8626"",""8815"",""8882"",""8974"",""90"",""9076"",""940"",""9401"",""9563""]"
HP:0001609,Hoarse voice,Monarch,"[""100147744"",""10020"",""103"",""10522"",""10535"",""10560"",""10743"",""11011"",""11277"",""114049"",""134353"",""135886"",""1482"",""155368"",""155382"",""175"",""176"",""1836"",""1893"",""1896"",""2006"",""2146"",""2200"",""2239"",""22861"",""23096"",""23102"",""23111"",""2314"",""2316"",""2334"",""23512"",""23556"",""23592"",""25939"",""26608"",""2719"",""2969"",""3265"",""3423"",""3679"",""3852"",""3853"",""3854"",""3861"",""3868"",""3872"",""388015"",""3909"",""3914"",""3918"",""3977"",""3984"",""4054"",""427"",""4281"",""4633"",""4780"",""50506"",""51085"",""51776"",""54332"",""5449"",""54949"",""5530"",""55384"",""5594"",""57190"",""57492"",""58"",""59341"",""5982"",""6391"",""6392"",""64135"",""64324"",""653361"",""65992"",""6611"",""6711"",""6804"",""7067"",""710"",""715"",""7169"",""7170"",""7200"",""7201"",""7252"",""7458"",""7461"",""7849"",""79158"",""79577"",""79621"",""79784"",""8036"",""83550"",""84153"",""84163"",""8425"",""84277"",""8468"",""8726"",""8788"",""9031"",""9049"",""9200"",""9275"",""9569"",""9782"",""9927""]"
HP:0001697,Abnormal pericardium morphology,Monarch,"[""100147744"",""10060"",""10203"",""10216"",""11277"",""1130"",""1188"",""1230"",""144811"",""147372"",""149233"",""1493"",""165"",""1773"",""1776"",""2050"",""2212"",""2213"",""25821"",""26191"",""2627"",""2629"",""3039"",""3040"",""3106"",""3113"",""3115"",""3123"",""337867"",""3459"",""355"",""3569"",""3586"",""3592"",""3654"",""3662"",""368"",""37"",""3702"",""3932"",""3954"",""4000"",""4089"",""4094"",""4210"",""4282"",""440275"",""4591"",""4607"",""51422"",""51611"",""5167"",""51752"",""5373"",""55388"",""5657"",""5784"",""6303"",""64072"",""64127"",""64135"",""6559"",""6696"",""6775"",""7099"",""7132"",""720"",""7248"",""7249"",""7386"",""745"",""79633"",""79796"",""79867"",""8302"",""83483"",""84162"",""8974"",""9508""]"
HP:0001701,Pericarditis,Monarch,"[""100147744"",""10216"",""11277"",""1230"",""144811"",""149233"",""1493"",""1773"",""2212"",""2213"",""26191"",""3039"",""3040"",""3106"",""3113"",""3115"",""3123"",""337867"",""3459"",""355"",""3569"",""3586"",""3592"",""3662"",""3932"",""4094"",""4210"",""4282"",""51752"",""5373"",""5657"",""64127"",""6775"",""7099"",""7132"",""720"",""8302"",""8974""]"
HP:0001805,Onychogryposis,Monarch,"[""1075"",""10804"",""1294"",""1855"",""1857"",""1956"",""2535"",""2706"",""3248"",""3643"",""3691"",""3852"",""3853"",""3854"",""3861"",""3868"",""3872"",""3889"",""4000"",""4014"",""5339"",""54800"",""57688"",""57728"",""6868"",""7474"",""8323"",""8517"",""8626""]"
HP:0001818,Paronychia,Monarch,"[""1053"",""3572"",""3853"",""3854"",""3868"",""3872"",""3909"",""3914"",""3918"",""54463"",""547"",""55630"",""6335"",""641"",""65125"",""6774"",""6868""]"
HP:0002024,Malabsorption,Monarch,"[""10525"",""1080"",""1084"",""11005"",""11181"",""11200"",""11254"",""113235"",""11330"",""114049"",""115019"",""118429"",""1230"",""123264"",""1235"",""134218"",""135886"",""147372"",""1490"",""149233"",""1499"",""1535"",""1536"",""155368"",""155382"",""1604"",""170302"",""171023"",""1736"",""175"",""1758"",""1789"",""1828"",""1890"",""1909"",""197131"",""199221"",""2006"",""204"",""2068"",""2153"",""2212"",""222546"",""22802"",""22909"",""2316"",""23534"",""23600"",""23729"",""2475"",""256297"",""26277"",""26608"",""27030"",""2717"",""2729"",""2947"",""2956"",""2969"",""29760"",""3070"",""3077"",""3106"",""3117"",""3119"",""3123"",""3162"",""324"",""3248"",""326"",""337867"",""338"",""340024"",""3459"",""3507"",""3543"",""355"",""3586"",""3592"",""3594"",""3662"",""3663"",""3717"",""3783"",""3845"",""3930"",""3938"",""3981"",""3984"",""3988"",""4072"",""4175"",""4210"",""4261"",""4282"",""4292"",""4351"",""4436"",""4547"",""4595"",""4615"",""4680"",""4688"",""4689"",""472"",""4869"",""493856"",""4952"",""50674"",""5073"",""50943"",""51085"",""51119"",""51128"",""51164"",""5122"",""51651"",""5167"",""51750"",""51752"",""5189"",""5190"",""5192"",""5193"",""5194"",""5195"",""5205"",""5238"",""5244"",""5265"",""5290"",""5295"",""5314"",""5373"",""5378"",""538"",""5395"",""5406"",""5424"",""5426"",""5428"",""5450"",""54790"",""54888"",""55135"",""55315"",""55505"",""55630"",""55651"",""55670"",""56262"",""5644"",""5645"",""57003"",""57393"",""57570"",""5824"",""5828"",""5830"",""5982"",""5993"",""5994"",""6023"",""6224"",""6288"",""6304"",""64218"",""6427"",""6476"",""6514"",""6523"",""653361"",""6550"",""6555"",""657"",""6688"",""6689"",""6690"",""6718"",""6729"",""675"",""6775"",""6804"",""6929"",""695"",""7012"",""7015"",""7040"",""7048"",""7099"",""720"",""7298"",""7403"",""7458"",""7461"",""7466"",""7518"",""7922"",""79258"",""79415"",""79631"",""79633"",""79650"",""79827"",""80169"",""80270"",""8085"",""811"",""8302"",""8309"",""83879"",""84163"",""84277"",""8468"",""84701"",""8504"",""8567"",""857"",""861"",""8625"",""8647"",""867"",""8799"",""9031"",""9056"",""9275"",""9401"",""9409"",""9414"",""9420"",""9508"",""9569"",""9663"",""973"",""974"",""9841"",""9966""]"
HP:0002046,Heat intolerance,Monarch,"[""10660"",""10913"",""128178"",""1896"",""23509"",""3190"",""3709"",""3852"",""3861"",""3939"",""4792"",""4948"",""51360"",""55851"",""5604"",""5605"",""56983"",""59344"",""7337"",""81607"",""84876"",""85358"",""9071""]"
HP:0002091,Restrictive ventilatory defect,Monarch,"[""100151683"",""10320"",""10568"",""10755"",""1134"",""1140"",""1144"",""1145"",""114548"",""115650"",""126792"",""1280"",""1305"",""1314"",""1380"",""1438"",""1439"",""145873"",""1493"",""165918"",""1736"",""1756"",""1776"",""1861"",""2022"",""2193"",""221264"",""2261"",""2317"",""23299"",""23345"",""23495"",""246329"",""2483"",""2588"",""26191"",""2720"",""283446"",""285489"",""29851"",""29967"",""3055"",""3106"",""3113"",""3115"",""3123"",""3257"",""3423"",""353116"",""359948"",""374393"",""375790"",""388015"",""400916"",""4038"",""411"",""4593"",""4625"",""4790"",""4791"",""4921"",""5351"",""54"",""54332"",""55384"",""5580"",""56244"",""5657"",""56983"",""57190"",""57728"",""5913"",""60684"",""6117"",""6329"",""63895"",""6445"",""653509"",""7080"",""7248"",""7249"",""7273"",""755"",""7840"",""79147"",""79158"",""79912"",""80324"",""8260"",""84466"",""84667"",""8701"",""8742"",""8788"",""89781"",""930"",""931"",""9531"",""975"",""9990""]"
HP:0002102,Pleuritis,Monarch,"[""10216"",""11277"",""1230"",""149233"",""1493"",""1773"",""2212"",""2213"",""26191"",""3106"",""3113"",""3115"",""337867"",""3459"",""355"",""3586"",""3592"",""3662"",""4210"",""51752"",""5657"",""64127"",""6775"",""7099"",""7132"",""720"",""8302""]"
HP:0002105,Hemoptysis,Monarch,"[""10568"",""10758"",""1080"",""1084"",""11254"",""112744"",""115019"",""1230"",""1281"",""1289"",""1290"",""149233"",""1493"",""1776"",""1909"",""2006"",""2022"",""2153"",""2200"",""2212"",""22802"",""2301"",""23493"",""23765"",""26191"",""2658"",""2729"",""2947"",""3077"",""3106"",""3113"",""3115"",""3123"",""3162"",""337867"",""3458"",""3459"",""355"",""3586"",""3592"",""3593"",""3783"",""4015"",""4087"",""4088"",""4089"",""4144"",""4210"",""4282"",""440275"",""4629"",""4638"",""4680"",""51164"",""51752"",""5265"",""55340"",""5592"",""56244"",""5657"",""59"",""6337"",""6338"",""6340"",""64581"",""6550"",""6775"",""6804"",""6945"",""7040"",""7042"",""7043"",""7046"",""7048"",""7092"",""7099"",""720"",""7248"",""7249"",""79875"",""8076"",""8302"",""84818"",""93233"",""94""]"
HP:0002113,Pulmonary infiltrates,Monarch,"[""10125"",""10568"",""10661"",""10892"",""1230"",""1235"",""1490"",""149233"",""1493"",""1794"",""254428"",""26191"",""2629"",""27086"",""3043"",""3047"",""3048"",""3106"",""3113"",""3115"",""3123"",""330"",""337867"",""3459"",""348"",""3492"",""355"",""3559"",""356"",""3586"",""3592"",""3663"",""4210"",""427"",""4615"",""5156"",""51752"",""53335"",""5557"",""5580"",""56244"",""5657"",""5873"",""60468"",""6439"",""6609"",""6775"",""7080"",""7099"",""720"",""7248"",""7249"",""7317"",""8302"",""843"",""857"",""8915"",""9663""]"
HP:0002206,Pulmonary fibrosis,Monarch,"[""10043"",""10125"",""10144"",""10568"",""10577"",""1235"",""125150"",""137682"",""1490"",""1493"",""165918"",""171568"",""1736"",""1832"",""1962"",""21"",""23250"",""23514"",""2492"",""2516"",""26191"",""26277"",""2628"",""2629"",""29893"",""3106"",""3113"",""3115"",""3123"",""3257"",""340061"",""3431"",""355"",""3557"",""356"",""3663"",""374354"",""374393"",""4141"",""4438"",""5073"",""51750"",""5339"",""55213"",""55505"",""55596"",""55651"",""5580"",""56244"",""5657"",""56945"",""57122"",""57187"",""5880"",""60468"",""6117"",""6440"",""646"",""653509"",""6569"",""7012"",""7015"",""7080"",""7157"",""727897"",""729238"",""79415"",""79803"",""79932"",""79991"",""80169"",""843"",""8546"",""857"",""89781"",""91039"",""9210"",""92345""]"
HP:0002239,Gastrointestinal hemorrhage,Monarch,"[""10095"",""10165"",""1026"",""1027"",""1030"",""1031"",""10320"",""10616"",""11200"",""11231"",""11277"",""1230"",""1312"",""135228"",""149233"",""1493"",""1499"",""1616"",""171023"",""199221"",""2022"",""2048"",""2147"",""2153"",""2155"",""2157"",""2158"",""2159"",""2160"",""2184"",""221037"",""2243"",""2244"",""2266"",""22827"",""229"",""22909"",""23600"",""25913"",""26191"",""26277"",""2658"",""26585"",""27030"",""2811"",""2812"",""2815"",""285203"",""29127"",""2956"",""3106"",""3113"",""3115"",""324"",""3248"",""3257"",""337867"",""3459"",""3516"",""355"",""3586"",""3587"",""3592"",""3662"",""3673"",""3674"",""368"",""3690"",""3717"",""3815"",""3845"",""3930"",""3998"",""4041"",""4072"",""4089"",""421"",""4210"",""4221"",""4292"",""4351"",""4352"",""4436"",""4595"",""4598"",""4609"",""4615"",""472"",""4851"",""493856"",""5054"",""5156"",""5167"",""51752"",""5290"",""5314"",""5351"",""5378"",""538"",""5395"",""5424"",""5426"",""54567"",""546"",""54790"",""55109"",""5589"",""5657"",""57217"",""5728"",""57514"",""57551"",""57572"",""6224"",""6239"",""6389"",""6390"",""6391"",""6392"",""64131"",""64132"",""64135"",""64218"",""6427"",""657"",""6720"",""675"",""6775"",""6794"",""6899"",""7010"",""7048"",""7099"",""7132"",""7148"",""720"",""7248"",""7249"",""7290"",""7353"",""7450"",""7454"",""7456"",""7466"",""79651"",""79991"",""80169"",""80270"",""811"",""8302"",""8328"",""83483"",""843"",""861"",""867"",""875"",""90411"",""9103"",""94"",""9420"",""9493"",""9632"",""9968""]"
HP:0002570,Steatorrhea,Monarch,"[""1080"",""1084"",""11254"",""11330"",""115019"",""118429"",""123264"",""134218"",""1909"",""2212"",""22802"",""23534"",""23729"",""256297"",""2729"",""2947"",""3077"",""3117"",""3119"",""3162"",""338"",""3592"",""3594"",""3663"",""3783"",""3930"",""3988"",""4072"",""4282"",""4351"",""4547"",""4680"",""51119"",""51128"",""51164"",""51651"",""5193"",""5265"",""5373"",""5406"",""5450"",""5644"",""5645"",""57003"",""6550"",""6555"",""6689"",""6690"",""6718"",""6729"",""6804"",""7040"",""79258"",""79631"",""79827"",""80270"",""8309"",""84701"",""9056"",""9414"",""9420"",""9966""]"
